shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
" 121775",35.38449,-83.20258,339
" 121775",35.3844,-83.20273,340
" 121775",35.38435,-83.20289,341
" 121775",35.3841,-83.20285,342
" 121775",35.38389,-83.20276,343
" 121775",35.38384,-83.20274,344
" 121775",35.38376,-83.20268,345
" 121775",35.38369,-83.20261,346
" 121775",35.38366,-83.20256,347
" 121775",35.38362,-83.20249,348
" 121775",35.38359,-83.20242,349
" 121775",35.38353,-83.20224,350
" 121775",35.38323,-83.20242,351
" 121775",35.38312,-83.20249,352
" 121775",35.38283,-83.20273,353
" 121775",35.38253,-83.20304,354
" 121775",35.38242,-83.20316,355
" 121775",35.38236,-83.20324,356
" 121775",35.38218,-83.20351,357
" 121775",35.38209,-83.20366,358
" 121775",35.38201,-83.2038,359
" 121775",35.38189,-83.20401,360
" 121775",35.38163,-83.2047,361
" 121775",35.38128,-83.20578,362
" 121775",35.38088,-83.20684,363
" 121775",35.38072,-83.2072,364
" 121775",35.38062,-83.2074,365
" 121775",35.38049,-83.20764,366
" 121775",35.37976,-83.20886,367
" 121775",35.37931,-83.20963,368
" 121775",35.37903,-83.21007,369
" 121775",35.37883,-83.21038,370
" 121775",35.37869,-83.21062,371
" 121775",35.3785,-83.21094,372
" 121775",35.3784,-83.2111,373
" 121775",35.37834,-83.2112,374
" 121775",35.37825,-83.21134,375
" 121775",35.37823,-83.21138,376
" 121775",35.3781,-83.21158,377
" 121775",35.3781,-83.21159,378
" 121775",35.37804,-83.21167,379
" 121775",35.37797,-83.21175,380
" 121775",35.37791,-83.21183,381
" 121775",35.37786,-83.2119,382
" 121775",35.37776,-83.21202,383
" 121775",35.37767,-83.21213,384
" 121775",35.37753,-83.21228,385
" 121775",35.37736,-83.21241,386
" 121775",35.37719,-83.21251,387
" 121775",35.37706,-83.21259,388
" 121775",35.37696,-83.21264,389
" 121775",35.37682,-83.21271,390
" 121775",35.37652,-83.21282,391
" 121775",35.37616,-83.21294,392
" 121775",35.37517,-83.21321,393
" 121775",35.3751,-83.21323,394
" 121775",35.37463,-83.21338,395
" 121775",35.37455,-83.21309,396
" 121775",35.3745,-83.21292,397
" 121775",35.37446,-83.21282,398
" 121775",35.37441,-83.2127,399
" 121775",35.37439,-83.21263,400
" 121775",35.37429,-83.21239,401
" 121775",35.37425,-83.21231,402
" 121775",35.37416,-83.2124,403
" 121775",35.37412,-83.21243,404
" 121775",35.37404,-83.2125,405
" 121775",35.37389,-83.21252,406
" 121775",35.37386,-83.21252,407
" 121775",35.37382,-83.21248,408
" 121775",35.37381,-83.21246,409
" 121775",35.3738,-83.21244,410
" 121775",35.37378,-83.21241,411
" 121775",35.3737,-83.21221,412
" 121775",35.3737,-83.21218,413
" 121775",35.37369,-83.21215,414
" 121775",35.37369,-83.21213,415
" 121775",35.3737,-83.21211,416
" 121775",35.37371,-83.21208,417
" 121775",35.37374,-83.21205,418
" 121775",35.37376,-83.21201,419
" 121775",35.37396,-83.21181,420
" 121775",35.374,-83.21176,421
" 121775",35.37374,-83.2112,422
" 121775",35.37372,-83.21115,423
" 121775",35.37358,-83.21087,424
" 121775",35.37337,-83.21042,425
" 121775",35.37319,-83.21003,426
" 121775",35.37298,-83.2096,427
" 121775",35.37263,-83.20884,428
" 121775",35.37254,-83.2086,429
" 121775",35.37246,-83.20834,430
" 121775",35.37228,-83.20756,431
" 121775",35.37218,-83.20709,432
" 121775",35.37211,-83.20682,433
" 121775",35.37205,-83.20663,434
" 121775",35.37194,-83.20635,435
" 121775",35.37172,-83.20602,436
" 121775",35.37145,-83.2056,437
" 121775",35.37115,-83.20517,438
" 121775",35.37108,-83.20507,439
" 121775",35.37078,-83.20464,440
" 121775",35.37043,-83.20413,441
" 121775",35.37033,-83.204,442
" 121775",35.37019,-83.20379,443
" 121775",35.37002,-83.20359,444
" 121775",35.36969,-83.20327,445
" 121775",35.36954,-83.20315,446
" 121775",35.36943,-83.20306,447
" 121775",35.3693,-83.20298,448
" 121775",35.36898,-83.20278,449
" 121775",35.36865,-83.20257,450
" 121775",35.36762,-83.20193,451
" 121775",35.36751,-83.20185,452
" 121775",35.36701,-83.20154,453
" 121775",35.36688,-83.20148,454
" 121775",35.36677,-83.20142,455
" 121775",35.36665,-83.20138,456
" 121775",35.36638,-83.20132,457
" 121775",35.36629,-83.20131,458
" 121775",35.3662,-83.20132,459
" 121775",35.36605,-83.20132,460
" 121775",35.3659,-83.20133,461
" 121775",35.36557,-83.20138,462
" 121775",35.36486,-83.2015,463
" 121775",35.36409,-83.20163,464
" 121775",35.36354,-83.20173,465
" 121775",35.36315,-83.20179,466
" 121775",35.36282,-83.20181,467
" 121775",35.36258,-83.2018,468
" 121775",35.36248,-83.20181,469
" 121775",35.36239,-83.20181,470
" 121775",35.36211,-83.2018,471
" 121775",35.36173,-83.20177,472
" 121775",35.36173,-83.20266,473
" 121775",35.36173,-83.20269,474
" 121775",35.362,-83.2027,475
" 121775",35.362,-83.20286,476
" 121775",35.36199,-83.20339,477
" 121775",35.36199,-83.20393,478
" 121775",35.36196,-83.20393,479
" 121775",35.36195,-83.20393,480
" 121775",35.36195,-83.20392,481
" 121775",35.36193,-83.2039,482
" 121775",35.36191,-83.20387,483
" 121775",35.36188,-83.20381,484
" 121775",35.36185,-83.20378,485
" 121775",35.36183,-83.20377,486
" 121775",35.36182,-83.20377,487
" 121775",35.36179,-83.20377,488
" 121775",35.36166,-83.20376,489
" 121775",35.36152,-83.20376,490
" 121775",35.36149,-83.20376,491
" 121775",35.36134,-83.20375,492
" 121775",35.36134,-83.20358,493
" 121775",35.36135,-83.20283,494
" 121775",35.36135,-83.20266,495
" 121775",35.36157,-83.20268,496
" 121775",35.36173,-83.20269,497
" 121775",35.36173,-83.20177,498
" 121775",35.36155,-83.20175,499
" 121775",35.36086,-83.2017,500
" 121775",35.36045,-83.20163,501
" 121775",35.36016,-83.20157,502
" 121775",35.35992,-83.20153,503
" 121775",35.359,-83.20135,504
" 121775",35.35861,-83.20127,505
" 121775",35.35797,-83.20114,506
" 121775",35.35703,-83.20095,507
" 121775",35.35657,-83.2009,508
" 121775",35.3564,-83.20088,509
" 121775",35.35438,-83.20078,510
" 121775",35.35313,-83.20071,511
" 121775",35.35307,-83.20095,512
" 121775",35.35298,-83.20156,513
" 121775",35.3529,-83.20217,514
" 121775",35.35279,-83.20273,515
" 121775",35.35265,-83.20341,516
" 121775",35.35263,-83.20354,517
